,Trade,StartTime,EndTime,ElapseTime
77,20200923045251,23-09-2020 05:15:27.848000,23-09-2020 05:16:30.515000,62667.0
78,20200923045252,23-09-2020 05:15:27.853000,23-09-2020 05:16:26.294000,58441.0
79,20200923045253,23-09-2020 05:15:27.861000,23-09-2020 05:16:41.402000,73541.0
80,20200923045254,23-09-2020 05:15:27.865000,23-09-2020 05:16:42.209000,74344.0
81,20200923045255,23-09-2020 05:15:27.869000,23-09-2020 05:16:42.418000,74549.0
82,20200923045256,23-09-2020 05:15:27.873000,23-09-2020 05:16:58.397000,90524.0
83,20200923045257,23-09-2020 05:15:27.877000,23-09-2020 05:16:35.718000,67841.0
84,20200923045258,23-09-2020 05:15:27.881000,23-09-2020 05:16:28.299000,60418.0
85,20200923045259,23-09-2020 05:15:27.886000,23-09-2020 05:16:43.994000,76108.0
86,20200923045300,23-09-2020 05:15:27.890000,23-09-2020 05:16:44.895000,77005.0
87,20200923045301,23-09-2020 05:15:27.894000,23-09-2020 05:16:38.134000,70240.0
88,20200923045302,23-09-2020 05:15:27.898000,23-09-2020 05:16:45.418000,77520.0
89,20200923045303,23-09-2020 05:15:27.903000,23-09-2020 05:16:44.010000,76107.0
90,20200923045304,23-09-2020 05:15:27.911000,23-09-2020 05:16:46.405000,78494.0
91,20200923045305,23-09-2020 05:15:27.951000,23-09-2020 05:16:44.908000,76957.0
92,20200923045306,23-09-2020 05:15:27.957000,23-09-2020 05:16:47.315000,79358.0
93,20200923045307,23-09-2020 05:15:27.961000,23-09-2020 05:17:06.416000,98455.0
94,20200923045308,23-09-2020 05:15:27.966000,23-09-2020 05:16:30.004000,62038.0
95,20200923045309,23-09-2020 05:15:27.970000,23-09-2020 05:16:48.305000,80335.0
96,20200923045311,23-09-2020 05:15:27.974000,23-09-2020 05:16:46.596000,78622.0
97,20200923045312,23-09-2020 05:15:27.979000,23-09-2020 05:16:40.667000,72688.0
98,20200923045313,23-09-2020 05:15:27.983000,23-09-2020 05:17:09.112000,101129.0
99,20200923045314,23-09-2020 05:15:27.987000,23-09-2020 05:16:47.320000,79333.0
100,20200923045330,23-09-2020 05:15:29.775000,23-09-2020 05:17:10.006000,100231.0
101,20200923045330,23-09-2020 05:15:27.991000,23-09-2020 05:18:05.709000,157718.0
102,20200923045332,23-09-2020 05:15:29.779000,23-09-2020 05:17:10.747000,100968.0
103,20200923045332,23-09-2020 05:15:27.995000,23-09-2020 05:18:06.318000,158323.0
104,20200923045333,23-09-2020 05:15:29.782000,23-09-2020 05:17:12.419000,102637.0
105,20200923045333,23-09-2020 05:15:27.999000,23-09-2020 05:19:12.274000,224275.0
106,20200923045334,23-09-2020 05:15:29.786000,23-09-2020 05:18:59.297000,209511.0
107,20200923045334,23-09-2020 05:15:28.004000,23-09-2020 05:16:38.118000,70114.0
108,20200923045335,23-09-2020 05:15:29.789000,23-09-2020 05:16:32.116000,62327.0
109,20200923045335,23-09-2020 05:15:28.008000,23-09-2020 05:18:58.347000,210339.0
110,20200923045336,23-09-2020 05:15:29.807000,23-09-2020 05:16:49.796000,79989.0
111,20200923045336,23-09-2020 05:15:28.013000,23-09-2020 05:18:00.206000,152193.0
112,20200923045337,23-09-2020 05:15:29.829000,23-09-2020 05:17:59.694000,149865.0
113,20200923045337,23-09-2020 05:15:28.017000,23-09-2020 05:16:43.207000,75190.0
114,20200923045338,23-09-2020 05:15:29.833000,23-09-2020 05:19:01.225000,211392.0
115,20200923045338,23-09-2020 05:15:28.021000,23-09-2020 05:16:39.618000,71597.0
116,20200923045339,23-09-2020 05:15:29.838000,23-09-2020 05:19:13.177000,223339.0
117,20200923045339,23-09-2020 05:15:28.025000,23-09-2020 05:16:52.901000,84876.0
118,20200923045340,23-09-2020 05:15:29.845000,23-09-2020 05:16:34.822000,64977.00000000001
119,20200923045340,23-09-2020 05:15:28.029000,23-09-2020 05:19:02.062000,214033.0
120,20200923045341,23-09-2020 05:15:29.851000,23-09-2020 05:19:02.966000,213115.0
121,20200923045341,23-09-2020 05:15:28.033000,23-09-2020 05:16:45.725000,77692.0
122,20200923045342,23-09-2020 05:15:29.855000,23-09-2020 05:18:08.704000,158849.0
123,20200923045342,23-09-2020 05:15:28.037000,23-09-2020 05:16:53.316000,85279.0
124,20200923045343,23-09-2020 05:15:29.859000,23-09-2020 05:18:09.805000,159946.0
125,20200923045343,23-09-2020 05:15:28.048000,23-09-2020 05:16:54.492000,86444.0
126,20200923045344,23-09-2020 05:15:29.863000,23-09-2020 05:18:01.200000,151337.0
127,20200923045344,23-09-2020 05:15:28.052000,23-09-2020 05:16:52.198000,84146.0
128,20200923045345,23-09-2020 05:15:29.867000,23-09-2020 05:16:54.991000,85124.0
129,20200923045345,23-09-2020 05:15:28.056000,23-09-2020 05:19:17.994000,229938.0
130,20200923045346,23-09-2020 05:15:29.870000,23-09-2020 05:16:36.719000,66849.0
131,20200923045346,23-09-2020 05:15:28.060000,23-09-2020 05:19:03.808000,215748.0
132,20200923045347,23-09-2020 05:15:28.064000,23-09-2020 05:19:19.911000,231847.0
133,20200923045347,23-09-2020 05:15:29.874000,23-09-2020 05:17:18.911000,109037.0
134,20200923045348,23-09-2020 05:15:28.069000,23-09-2020 05:16:41.521000,73452.0
135,20200923045348,23-09-2020 05:15:29.877000,23-09-2020 05:18:02.517000,152640.0
136,20200923045349,23-09-2020 05:15:29.881000,23-09-2020 05:16:56.614000,86733.0
137,20200923045349,23-09-2020 05:15:28.073000,23-09-2020 05:19:20.799000,232726.0
138,20200923045351,23-09-2020 05:15:29.884000,23-09-2020 05:19:05.893000,216009.0
139,20200923045351,23-09-2020 05:15:28.077000,23-09-2020 05:16:55.608000,87531.0
140,20200923045352,23-09-2020 05:15:29.888000,23-09-2020 05:19:22.596000,232708.0
141,20200923045352,23-09-2020 05:15:28.082000,23-09-2020 05:17:20.606000,112524.0
142,20200923045353,23-09-2020 05:15:29.892000,23-09-2020 05:19:06.952000,217060.0
143,20200923045353,23-09-2020 05:15:28.087000,23-09-2020 05:16:43.005000,74918.0
144,20200923045354,23-09-2020 05:15:28.091000,23-09-2020 05:19:08.659000,220568.0
145,20200923045354,23-09-2020 05:15:29.895000,23-09-2020 05:16:43.494000,73599.0
146,20200923045355,23-09-2020 05:15:29.925000,23-09-2020 05:19:23.411000,233486.0
147,20200923045355,23-09-2020 05:15:28.095000,23-09-2020 05:16:58.507000,90412.0
148,20200923045356,23-09-2020 05:15:29.933000,23-09-2020 05:19:11.195000,221262.0
149,20200923045356,23-09-2020 05:15:28.148000,23-09-2020 05:16:59.309000,91161.0
150,20200923045357,23-09-2020 05:15:28.153000,23-09-2020 05:18:07.596000,159443.0
151,20200923045357,23-09-2020 05:15:29.938000,23-09-2020 05:17:00.196000,90258.0
152,20200923045358,23-09-2020 05:15:29.942000,23-09-2020 05:16:59.001000,89059.0
153,20200923045358,23-09-2020 05:15:28.159000,23-09-2020 05:18:15.312000,167153.0
154,20200923045359,23-09-2020 05:15:29.946000,23-09-2020 05:16:59.421000,89475.0
155,20200923045359,23-09-2020 05:15:28.170000,23-09-2020 05:18:16.017000,167847.0
156,20200923045400,23-09-2020 05:15:28.177000,23-09-2020 05:18:03.032000,154855.0
157,20200923045400,23-09-2020 05:15:29.951000,23-09-2020 05:16:37.321000,67370.0
158,20200923045401,23-09-2020 05:15:28.182000,23-09-2020 05:16:38.611000,70429.0
159,20200923045401,23-09-2020 05:15:29.955000,23-09-2020 05:19:07.981000,218026.0
160,20200923045402,23-09-2020 05:15:29.959000,23-09-2020 05:18:17.024000,167065.0
161,20200923045402,23-09-2020 05:15:28.189000,23-09-2020 05:17:26.225000,118036.0
162,20200923045403,23-09-2020 05:15:29.966000,23-09-2020 05:16:50.522000,80556.0
163,20200923045403,23-09-2020 05:15:28.193000,23-09-2020 05:18:04.907000,156714.0
164,20200923045404,23-09-2020 05:15:29.971000,23-09-2020 05:18:08.101000,158130.0
165,20200923045404,23-09-2020 05:15:28.199000,23-09-2020 05:17:01.819000,93620.0
166,20200923045405,23-09-2020 05:15:29.974000,23-09-2020 05:17:03.417000,93443.0
167,20200923045405,23-09-2020 05:15:28.203000,23-09-2020 05:18:09.194000,160991.0
168,20200923045406,23-09-2020 05:15:28.208000,23-09-2020 05:16:46.812000,78604.0
169,20200923045406,23-09-2020 05:15:29.978000,23-09-2020 05:19:17.120000,227142.0
170,20200923045407,23-09-2020 05:15:29.981000,23-09-2020 05:17:05.308000,95327.0
171,20200923045407,23-09-2020 05:15:28.212000,23-09-2020 05:18:10.332000,162120.0
172,20200923045408,23-09-2020 05:15:29.985000,23-09-2020 05:16:48.715000,78730.0
173,20200923045408,23-09-2020 05:15:28.217000,23-09-2020 05:19:19.095000,230878.0
174,20200923045410,23-09-2020 05:15:29.989000,23-09-2020 05:17:08.300000,98311.0
175,20200923045410,23-09-2020 05:15:28.221000,23-09-2020 05:18:12.922000,164701.0
176,20200923045411,23-09-2020 05:15:28.228000,23-09-2020 05:16:50.903000,82675.0
177,20200923045411,23-09-2020 05:15:30.013000,23-09-2020 05:19:21.698000,231685.0
178,20200923045412,23-09-2020 05:15:30.029000,23-09-2020 05:19:10.252000,220223.0
179,20200923045412,23-09-2020 05:15:28.233000,23-09-2020 05:16:51.319000,83086.0
180,20200923045413,23-09-2020 05:15:30.033000,23-09-2020 05:18:14.021000,163988.0
181,20200923045413,23-09-2020 05:15:28.238000,23-09-2020 05:17:11.504000,103266.0
182,20200923045414,23-09-2020 05:15:30.038000,23-09-2020 05:17:01.506000,91468.0
183,20200923045414,23-09-2020 05:15:28.242000,23-09-2020 05:18:18.727000,170485.0
184,20200923045415,23-09-2020 05:15:30.042000,23-09-2020 05:19:25.077000,235035.0
185,20200923045415,23-09-2020 05:15:28.246000,23-09-2020 05:16:52.412000,84166.0
186,20200923045416,23-09-2020 05:15:28.249000,23-09-2020 05:18:07.011000,158762.0
187,20200923045416,23-09-2020 05:15:30.048000,23-09-2020 05:16:40.602000,70554.0
188,20200923045417,23-09-2020 05:15:30.053000,23-09-2020 05:16:41.038000,70985.0
189,20200923045417,23-09-2020 05:15:28.253000,23-09-2020 05:19:14.016000,225763.0
190,20200923045418,23-09-2020 05:15:28.257000,23-09-2020 05:19:14.971000,226714.0
191,20200923045418,23-09-2020 05:15:30.057000,23-09-2020 05:16:54.635000,84578.0
192,20200923045419,23-09-2020 05:15:28.261000,23-09-2020 05:19:30.050000,241789.0
193,20200923045419,23-09-2020 05:15:30.060000,23-09-2020 05:17:27.919000,117859.0
194,20200923045420,23-09-2020 05:15:30.065000,23-09-2020 05:19:16.258000,226193.0
195,20200923045420,23-09-2020 05:15:28.265000,23-09-2020 05:16:56.496000,88231.0
196,20200923045421,23-09-2020 05:15:28.269000,23-09-2020 05:18:20.512000,172243.0
197,20200923045421,23-09-2020 05:15:30.069000,23-09-2020 05:17:29.502000,119433.0
198,20200923045422,23-09-2020 05:15:28.273000,23-09-2020 05:16:57.405000,89132.0
199,20200923045422,23-09-2020 05:15:30.073000,23-09-2020 05:18:10.815000,160742.0
200,20200923045423,23-09-2020 05:15:30.076000,23-09-2020 05:17:14.201000,104125.0
201,20200923045423,23-09-2020 05:15:28.278000,23-09-2020 05:18:16.503000,168225.0
202,20200923045424,23-09-2020 05:15:28.302000,23-09-2020 05:17:15.008000,106706.0
203,20200923045424,23-09-2020 05:15:30.080000,23-09-2020 05:19:27.452000,237372.0
204,20200923045425,23-09-2020 05:15:28.307000,23-09-2020 05:16:44.410000,76103.0
205,20200923045425,23-09-2020 05:15:30.084000,23-09-2020 05:18:11.408000,161324.0
206,20200923045426,23-09-2020 05:15:28.313000,23-09-2020 05:18:11.997000,163684.0
207,20200923045426,23-09-2020 05:15:30.087000,23-09-2020 05:17:00.933000,90846.0
208,20200923045427,23-09-2020 05:15:28.321000,23-09-2020 05:18:21.013000,172692.0
209,20200923045427,23-09-2020 05:15:30.091000,23-09-2020 05:17:03.492000,93401.0
210,20200923045428,23-09-2020 05:15:30.097000,23-09-2020 05:18:21.517000,171420.0
211,20200923045428,23-09-2020 05:15:28.325000,23-09-2020 05:17:32.005000,123680.0
212,20200923045430,23-09-2020 05:15:28.330000,23-09-2020 05:16:45.901000,77571.0
213,20200923045430,23-09-2020 05:15:30.112000,23-09-2020 05:18:13.419000,163307.0
214,20200923045431,23-09-2020 05:15:30.130000,23-09-2020 05:17:02.606000,92476.0
215,20200923045431,23-09-2020 05:15:28.334000,23-09-2020 05:18:14.693000,166359.0
216,20200923045432,23-09-2020 05:15:28.338000,23-09-2020 05:17:16.616000,108278.0
217,20200923045432,23-09-2020 05:15:30.137000,23-09-2020 05:18:17.516000,167379.0
218,20200923045433,23-09-2020 05:15:28.342000,23-09-2020 05:16:55.504000,87162.0
219,20200923045433,23-09-2020 05:15:30.143000,23-09-2020 05:19:29.159000,239016.0
220,20200923045434,23-09-2020 05:15:30.148000,23-09-2020 05:17:04.405000,94257.0
221,20200923045434,23-09-2020 05:15:28.347000,23-09-2020 05:19:24.252000,235905.0
222,20200923045435,23-09-2020 05:15:30.153000,23-09-2020 05:17:05.242000,95089.0
223,20200923045435,23-09-2020 05:15:28.351000,23-09-2020 05:19:35.622000,247271.0
224,20200923045436,23-09-2020 05:15:28.355000,23-09-2020 05:18:23.209000,174854.0
225,20200923045436,23-09-2020 05:15:30.157000,23-09-2020 05:17:34.511000,124354.0
226,20200923045437,23-09-2020 05:15:30.162000,23-09-2020 05:16:56.104000,85942.0
227,20200923045437,23-09-2020 05:15:28.359000,23-09-2020 05:19:30.913000,242554.0
228,20200923045438,23-09-2020 05:15:30.167000,23-09-2020 05:18:24.292000,174125.0
229,20200923045438,23-09-2020 05:15:28.363000,23-09-2020 05:17:06.832000,98469.0
230,20200923045439,23-09-2020 05:15:30.171000,23-09-2020 05:17:37.598000,127427.0
231,20200923045439,23-09-2020 05:15:28.367000,23-09-2020 05:19:38.784000,250417.0
232,20200923045440,23-09-2020 05:15:30.176000,23-09-2020 05:16:47.808000,77632.0
233,20200923045440,23-09-2020 05:15:28.371000,23-09-2020 05:19:25.851000,237480.0
234,20200923045441,23-09-2020 05:15:28.375000,23-09-2020 05:17:39.512000,131137.0
235,20200923045441,23-09-2020 05:15:30.180000,23-09-2020 05:19:40.215000,250035.0
236,20200923045442,23-09-2020 05:15:30.185000,23-09-2020 05:19:40.897000,250712.0
237,20200923045442,23-09-2020 05:15:28.379000,23-09-2020 05:17:09.297000,100918.0
238,20200923045443,23-09-2020 05:15:30.190000,23-09-2020 05:17:07.408000,97218.0
239,20200923045443,23-09-2020 05:15:28.383000,23-09-2020 05:19:26.513000,238130.0
240,20200923045444,23-09-2020 05:15:30.216000,23-09-2020 05:17:09.724000,99508.0
241,20200923045444,23-09-2020 05:15:28.387000,23-09-2020 05:19:42.323000,253936.0
242,20200923045445,23-09-2020 05:15:28.405000,23-09-2020 05:16:49.202000,80797.0
243,20200923045445,23-09-2020 05:15:30.233000,23-09-2020 05:19:28.360000,238127.0
244,20200923045446,23-09-2020 05:15:30.247000,23-09-2020 05:19:31.762000,241515.0
245,20200923045446,23-09-2020 05:15:28.409000,23-09-2020 05:16:57.097000,88688.0
246,20200923045447,23-09-2020 05:15:28.416000,23-09-2020 05:16:50.197000,81781.0
247,20200923045447,23-09-2020 05:15:30.251000,23-09-2020 05:18:19.322000,169071.0
248,20200923045449,23-09-2020 05:15:28.429000,23-09-2020 05:18:19.914000,171485.0
249,20200923045449,23-09-2020 05:15:30.258000,23-09-2020 05:16:51.405000,81147.0
250,20200923045450,23-09-2020 05:15:30.264000,23-09-2020 05:17:21.455000,111191.0
251,20200923045450,23-09-2020 05:15:28.447000,23-09-2020 05:19:33.659000,245212.0
252,20200923045451,23-09-2020 05:15:30.273000,23-09-2020 05:19:34.671000,244398.0
253,20200923045451,23-09-2020 05:15:28.452000,23-09-2020 05:17:22.100000,113648.0
254,20200923045452,23-09-2020 05:15:28.455000,23-09-2020 05:16:51.894000,83439.0
255,20200923045452,23-09-2020 05:15:30.281000,23-09-2020 05:19:32.676000,242395.0
256,20200923045453,23-09-2020 05:15:28.459000,23-09-2020 05:18:22.129000,173670.0
257,20200923045453,23-09-2020 05:15:30.286000,23-09-2020 05:17:13.298000,103012.0
258,20200923045454,23-09-2020 05:15:28.463000,23-09-2020 05:16:53.929000,85466.0
259,20200923045454,23-09-2020 05:15:30.292000,23-09-2020 05:18:22.705000,172413.0
260,20200923045455,23-09-2020 05:15:28.467000,23-09-2020 05:17:11.203000,102736.0
261,20200923045455,23-09-2020 05:15:30.297000,23-09-2020 05:18:28.009000,177712.0
262,20200923045456,23-09-2020 05:15:28.471000,23-09-2020 05:17:11.704000,103233.0
263,20200923045456,23-09-2020 05:15:30.303000,23-09-2020 05:19:44.635000,254332.0
264,20200923045457,23-09-2020 05:15:28.477000,23-09-2020 05:17:22.920000,114443.0
265,20200923045457,23-09-2020 05:15:30.314000,23-09-2020 05:18:23.724000,173410.0
266,20200923045458,23-09-2020 05:15:30.324000,23-09-2020 05:17:15.912000,105588.0
267,20200923045458,23-09-2020 05:15:28.481000,23-09-2020 05:19:36.407000,247926.0
268,20200923045459,23-09-2020 05:15:30.338000,23-09-2020 05:17:12.194000,101856.0
269,20200923045459,23-09-2020 05:15:28.485000,23-09-2020 05:19:45.310000,256825.0
270,20200923045500,23-09-2020 05:15:28.489000,23-09-2020 05:16:59.913000,91424.0
271,20200923045500,23-09-2020 05:15:30.343000,23-09-2020 05:19:37.935000,247592.0
272,20200923045501,23-09-2020 05:15:28.493000,23-09-2020 05:18:25.311000,176818.0
273,20200923045501,23-09-2020 05:15:30.347000,23-09-2020 05:17:00.418000,90071.0
274,20200923045502,23-09-2020 05:15:30.352000,23-09-2020 05:17:17.406000,107054.0
275,20200923045502,23-09-2020 05:15:28.502000,23-09-2020 05:19:37.220000,248718.0
276,20200923045503,23-09-2020 05:15:28.549000,23-09-2020 05:17:18.101000,109552.0
277,20200923045503,23-09-2020 05:15:30.356000,23-09-2020 05:18:24.793000,174437.0
278,20200923045504,23-09-2020 05:15:28.554000,23-09-2020 05:17:19.703000,111149.0
279,20200923045504,23-09-2020 05:15:30.361000,23-09-2020 05:18:25.811000,175450.0
280,20200923045505,23-09-2020 05:15:28.558000,23-09-2020 05:17:47.604000,139046.0
281,20200923045505,23-09-2020 05:15:30.365000,23-09-2020 05:19:46.051000,255686.0
282,20200923045506,23-09-2020 05:15:28.564000,23-09-2020 05:17:48.404000,139840.0
283,20200923045506,23-09-2020 05:15:30.370000,23-09-2020 05:18:31.592000,181222.0
284,20200923045507,23-09-2020 05:15:28.568000,23-09-2020 05:19:39.508000,250940.0
285,20200923045507,23-09-2020 05:15:30.374000,23-09-2020 05:17:01.005000,90631.0
286,20200923045509,23-09-2020 05:15:28.572000,23-09-2020 05:18:26.941000,178369.0
287,20200923045509,23-09-2020 05:15:30.378000,23-09-2020 05:16:57.603000,87225.0
288,20200923045510,23-09-2020 05:15:30.382000,23-09-2020 05:17:28.807000,118425.0
289,20200923045510,23-09-2020 05:15:28.576000,23-09-2020 05:18:26.339000,177763.0
290,20200923045511,23-09-2020 05:15:30.389000,23-09-2020 05:17:02.591000,92202.0
291,20200923045511,23-09-2020 05:15:28.580000,23-09-2020 05:19:41.674000,253094.0
292,20200923045512,23-09-2020 05:15:30.396000,23-09-2020 05:17:30.339000,119943.0
293,20200923045512,23-09-2020 05:15:28.584000,23-09-2020 05:18:28.502000,179918.0
294,20200923045513,23-09-2020 05:15:28.600000,23-09-2020 05:17:14.904000,106304.0
295,20200923045513,23-09-2020 05:15:30.410000,23-09-2020 05:19:50,259589.99999999997
296,20200923045514,23-09-2020 05:15:28.605000,23-09-2020 05:16:58.021000,89416.0
297,20200923045514,23-09-2020 05:15:30.428000,23-09-2020 05:19:43.107000,252679.0
298,20200923045515,23-09-2020 05:15:28.609000,23-09-2020 05:19:51.606000,262997.0
299,20200923045515,23-09-2020 05:15:30.436000,23-09-2020 05:17:50.819000,140383.0
300,20200923045531,23-09-2020 05:15:28.613000,23-09-2020 05:17:52.506000,143893.0
301,20200923045531,23-09-2020 05:15:30.385000,23-09-2020 05:19:48.078000,257692.99999999997
302,20200923045532,23-09-2020 05:15:30.393000,23-09-2020 05:19:49.329000,258935.99999999997
303,20200923045532,23-09-2020 05:15:28.617000,23-09-2020 05:17:53.256000,144639.0
304,20200923045533,23-09-2020 05:15:28.621000,23-09-2020 05:17:23.706000,115085.0
305,20200923045533,23-09-2020 05:15:30.402000,23-09-2020 05:18:27.495000,177093.0
306,20200923045534,23-09-2020 05:15:30.423000,23-09-2020 05:17:04.026000,93603.0
307,20200923045534,23-09-2020 05:15:28.625000,23-09-2020 05:19:44.021000,255396.0
308,20200923045535,23-09-2020 05:15:28.629000,23-09-2020 05:17:24.608000,115979.0
309,20200923045535,23-09-2020 05:15:30.432000,23-09-2020 05:18:29.014000,178582.0
310,20200923045536,23-09-2020 05:15:28.633000,23-09-2020 05:18:30.013000,181380.0
311,20200923045536,23-09-2020 05:15:30.442000,23-09-2020 05:17:25.321000,114879.0
312,20200923045538,23-09-2020 05:15:28.638000,23-09-2020 05:19:52.931000,264293.0
313,20200923045538,23-09-2020 05:15:30.448000,23-09-2020 05:17:18.512000,108064.0
314,20200923045539,23-09-2020 05:15:28.642000,23-09-2020 05:17:32.808000,124166.0
315,20200923045539,23-09-2020 05:15:30.453000,23-09-2020 05:18:29.508000,179055.0
316,20200923045540,23-09-2020 05:15:28.647000,23-09-2020 05:17:19.536000,110889.0
317,20200923045540,23-09-2020 05:15:30.458000,23-09-2020 05:19:53.596000,263138.0
318,20200923045541,23-09-2020 05:15:28.654000,23-09-2020 05:17:06.328000,97674.0
319,20200923045541,23-09-2020 05:15:30.463000,23-09-2020 05:19:46.721000,256257.99999999997
320,20200923045542,23-09-2020 05:15:28.659000,23-09-2020 05:18:38.205000,189546.0
321,20200923045542,23-09-2020 05:15:30.467000,23-09-2020 05:17:57.400000,146933.0
322,20200923045543,23-09-2020 05:15:30.473000,23-09-2020 05:17:35.518000,125045.0
323,20200923045543,23-09-2020 05:15:28.706000,23-09-2020 05:19:47.408000,258702.0
324,20200923045544,23-09-2020 05:15:28.710000,23-09-2020 05:18:30.553000,181843.0
325,20200923045544,23-09-2020 05:15:30.476000,23-09-2020 05:17:27.109000,116633.0
326,20200923045545,23-09-2020 05:15:30.481000,23-09-2020 05:17:20.927000,110446.0
327,20200923045545,23-09-2020 05:15:28.714000,23-09-2020 05:19:55.624000,266910.0
328,20200923045546,23-09-2020 05:15:30.485000,23-09-2020 05:18:31.017000,180532.0
329,20200923045546,23-09-2020 05:15:28.719000,23-09-2020 05:17:02.020000,93301.0
330,20200923045547,23-09-2020 05:15:28.725000,23-09-2020 05:17:03.004000,94279.0
331,20200923045547,23-09-2020 05:15:30.489000,23-09-2020 05:18:32.327000,181838.0
332,20200923045548,23-09-2020 05:15:28.731000,23-09-2020 05:19:48.722000,259991.0
333,20200923045548,23-09-2020 05:15:30.493000,23-09-2020 05:17:07.330000,96837.0
334,20200923045549,23-09-2020 05:15:30.496000,23-09-2020 05:18:32.901000,182405.0
335,20200923045549,23-09-2020 05:15:28.735000,23-09-2020 05:17:31.212000,122477.0
336,20200923045550,23-09-2020 05:15:28.740000,23-09-2020 05:19:51.013000,262273.0
337,20200923045550,23-09-2020 05:15:30.548000,23-09-2020 05:17:04.624000,94076.0
338,20200923045551,23-09-2020 05:15:28.744000,23-09-2020 05:17:38.597000,129853.00000000001
339,20200923045551,23-09-2020 05:15:30.554000,23-09-2020 05:18:33.422000,182868.0
340,20200923045552,23-09-2020 05:15:28.749000,23-09-2020 05:18:34.100000,185351.0
341,20200923045552,23-09-2020 05:15:30.558000,23-09-2020 05:17:08.831000,98273.0
342,20200923045553,23-09-2020 05:15:28.753000,23-09-2020 05:18:34.742000,185989.0
343,20200923045553,23-09-2020 05:15:30.561000,23-09-2020 05:17:42.319000,131758.0
344,20200923045554,23-09-2020 05:15:28.757000,23-09-2020 05:18:35.411000,186654.0
345,20200923045554,23-09-2020 05:15:30.565000,23-09-2020 05:17:33.504000,122939.0
346,20200923045555,23-09-2020 05:15:30.569000,23-09-2020 05:17:59.004000,148435.0
347,20200923045555,23-09-2020 05:15:28.761000,23-09-2020 05:18:39.814000,191053.0
348,20200923045557,23-09-2020 05:15:30.572000,23-09-2020 05:17:05.794000,95222.0
349,20200923045557,23-09-2020 05:15:28.765000,23-09-2020 05:18:36.114000,187349.0
350,20200923045558,23-09-2020 05:15:28.769000,23-09-2020 05:17:36.701000,127932.0
351,20200923045558,23-09-2020 05:15:30.576000,23-09-2020 05:18:36.824000,186248.0
352,20200923045559,23-09-2020 05:15:30.580000,23-09-2020 05:19:52.358000,261778.00000000003
353,20200923045559,23-09-2020 05:15:28.773000,23-09-2020 05:17:10.720000,101947.0
354,20200923045600,23-09-2020 05:15:30.584000,23-09-2020 05:17:07.817000,97233.0
355,20200923045600,23-09-2020 05:15:28.802000,23-09-2020 05:19:54.384000,265582.0
356,20200923045601,23-09-2020 05:15:28.809000,23-09-2020 05:18:37.514000,188705.0
357,20200923045601,23-09-2020 05:15:30.588000,23-09-2020 05:17:45.095000,134507.0
358,20200923045602,23-09-2020 05:15:30.592000,23-09-2020 05:19:57.786000,267194.0
359,20200923045602,23-09-2020 05:15:28.813000,23-09-2020 05:17:22.603000,113790.0
360,20200923045603,23-09-2020 05:15:28.817000,23-09-2020 05:17:08.315000,99498.0
